filename,obsdate,exptime,obsmode,obstype,program,piname,sunagl,seeing,ccfjdsum,ccfrvmod,dvrms,swversion,extsnr,flaggedval
neidL2_20240408T180127.fits,2024-04-08 18:01:27,55.000222,hr,Eng,2024A-2002,Mahadevan,58.3839,0.0,2460409.24633365,-0.9379,5.0E-4,v1.3.0,208.4161,
neidL2_20240408T180004.fits,2024-04-08 18:00:04,55.000091,hr,Eng,2024A-2002,Mahadevan,58.1788,0.0,2460409.24536395,-0.9604,5.0E-4,v1.3.0,197.9133,
neidL2_20240408T175842.fits,2024-04-08 17:58:42,55.000324,hr,Eng,2024A-2002,Mahadevan,57.9718,0.0,2460409.24446747,-0.9745,5.0E-4,v1.3.0,198.5152,
neidL2_20240408T175719.fits,2024-04-08 17:57:19,55.000317,hr,Eng,2024A-2002,Mahadevan,57.7629,0.0,2460409.24345617,-1.0017,4.0E-4,v1.3.0,237.1613,
neidL2_20240408T175556.fits,2024-04-08 17:55:56,55.000222,hr,Eng,2024A-2002,Mahadevan,57.5523,0.0,2460409.24251092,-1.0062,5.0E-4,v1.3.0,222.1585,
neidL2_20240408T175434.fits,2024-04-08 17:54:34,54.999855,hr,Eng,2024A-2002,Mahadevan,57.3399,0.0,2460409.2415601,-1.0205,4.0E-4,v1.3.0,258.6946,
neidL2_20240408T175311.fits,2024-04-08 17:53:11,55.000165,hr,Eng,2024A-2002,Mahadevan,57.1257,0.0,2460409.24057657,-1.0316,5.0E-4,v1.3.0,228.4231,
neidL2_20240408T175148.fits,2024-04-08 17:51:48,54.999861,hr,Eng,2024A-2002,Mahadevan,56.9099,0.0,2460409.23964147,-1.0308,4.0E-4,v1.3.0,231.6831,
neidL2_20240408T175025.fits,2024-04-08 17:50:25,54.999582,hr,Eng,2024A-2002,Mahadevan,56.6924,0.0,2460409.23869486,-1.0344,4.0E-4,v1.3.0,261.8465,
neidL2_20240408T174903.fits,2024-04-08 17:49:03,54.999726,hr,Eng,2024A-2002,Mahadevan,56.4733,0.0,2460409.23772893,-1.0329,4.0E-4,v1.3.0,235.9763,
neidL2_20240408T174740.fits,2024-04-08 17:47:40,55.000422,hr,Eng,2024A-2002,Mahadevan,56.2526,0.0,2460409.23676005,-1.0304,4.0E-4,v1.3.0,256.5793,
neidL2_20240408T174617.fits,2024-04-08 17:46:17,54.999815,hr,Eng,2024A-2002,Mahadevan,56.0303,0.0,2460409.23585664,-1.0133,5.0E-4,v1.3.0,220.1016,
neidL2_20240408T174455.fits,2024-04-08 17:44:55,55.000108,hr,Eng,2024A-2002,Mahadevan,55.8065,0.0,2460409.2348513,-1.0107,5.0E-4,v1.3.0,223.8953,
neidL2_20240408T174332.fits,2024-04-08 17:43:32,54.999869,hr,Eng,2024A-2002,Mahadevan,55.5812,0.0,2460409.23390278,-1.0068,4.0E-4,v1.3.0,267.0708,
neidL2_20240408T174209.fits,2024-04-08 17:42:09,55.000015,hr,Eng,2024A-2002,Mahadevan,55.3545,0.0,2460409.23295563,-0.9918,5.0E-4,v1.3.0,216.1665,
neidL2_20240408T174047.fits,2024-04-08 17:40:47,55.000008,hr,Eng,2024A-2002,Mahadevan,55.1263,0.0,2460409.23199734,-0.9782,4.0E-4,v1.3.0,241.6532,
neidL2_20240408T173924.fits,2024-04-08 17:39:24,55.000287,hr,Eng,2024A-2002,Mahadevan,54.8967,0.0,2460409.23103352,-0.9663,4.0E-4,v1.3.0,238.5465,
neidL2_20240408T173801.fits,2024-04-08 17:38:01,55.000042,hr,Eng,2024A-2002,Mahadevan,54.6657,0.0,2460409.2300875,-0.9533,4.0E-4,v1.3.0,241.5073,
neidL2_20240408T173639.fits,2024-04-08 17:36:39,54.999057,hr,Eng,2024A-2002,Mahadevan,54.4334,0.0,2460409.22915518,-0.937,4.0E-4,v1.3.0,254.8455,
neidL2_20240408T173516.fits,2024-04-08 17:35:16,54.99984,hr,Eng,2024A-2002,Mahadevan,54.1997,0.0,2460409.22815493,-0.9273,4.0E-4,v1.3.0,265.2369,
neidL2_20240408T173353.fits,2024-04-08 17:33:53,54.999847,hr,Eng,2024A-2002,Mahadevan,53.9647,0.0,2460409.22722783,-0.9072,3.0E-4,v1.3.0,295.2795,
neidL2_20240408T173231.fits,2024-04-08 17:32:31,55.000005,hr,Eng,2024A-2002,Mahadevan,53.7285,0.0,2460409.22623222,-0.8969,4.0E-4,v1.3.0,284.3428,
neidL2_20240408T173108.fits,2024-04-08 17:31:08,54.999904,hr,Eng,2024A-2002,Mahadevan,53.491,0.0,2460409.22530874,-0.8757,3.0E-4,v1.3.0,313.1223,
neidL2_20240408T172945.fits,2024-04-08 17:29:45,54.999784,hr,Eng,2024A-2002,Mahadevan,53.2523,0.0,2460409.22433442,-0.8635,3.0E-4,v1.3.0,318.8002,
neidL2_20240408T172823.fits,2024-04-08 17:28:23,54.99997,hr,Eng,2024A-2002,Mahadevan,53.0124,0.0,2460409.22338819,-0.8482,3.0E-4,v1.3.0,327.0271,
neidL2_20240408T172700.fits,2024-04-08 17:27:00,54.999597,hr,Eng,2024A-2002,Mahadevan,52.7714,0.0,2460409.22242516,-0.8316,3.0E-4,v1.3.0,339.0513,
neidL2_20240408T172537.fits,2024-04-08 17:25:37,55.000248,hr,Eng,2024A-2002,Mahadevan,52.5292,0.0,2460409.22146688,-0.8145,3.0E-4,v1.3.0,349.2385,
neidL2_20240408T172415.fits,2024-04-08 17:24:15,55.000042,hr,Eng,2024A-2002,Mahadevan,52.2858,0.0,2460409.22050395,-0.8011,3.0E-4,v1.3.0,350.8297,
neidL2_20240408T172252.fits,2024-04-08 17:22:52,55.00009,hr,Eng,2024A-2002,Mahadevan,52.0414,0.0,2460409.21955738,-0.7858,3.0E-4,v1.3.0,355.9509,
neidL2_20240408T172129.fits,2024-04-08 17:21:29,54.99953,hr,Eng,2024A-2002,Mahadevan,51.7959,0.0,2460409.21859463,-0.7687,3.0E-4,v1.3.0,363.3029,
neidL2_20240408T172006.fits,2024-04-08 17:20:06,55.000302,hr,Eng,2024A-2002,Mahadevan,51.5493,0.0,2460409.21764039,-0.7537,3.0E-4,v1.3.0,371.1204,
neidL2_20240408T171844.fits,2024-04-08 17:18:44,54.999062,hr,Eng,2024A-2002,Mahadevan,51.3017,0.0,2460409.21668242,-0.7424,3.0E-4,v1.3.0,378.4612,
neidL2_20240408T171721.fits,2024-04-08 17:17:21,54.999573,hr,Eng,2024A-2002,Mahadevan,51.0531,0.0,2460409.21572561,-0.7279,3.0E-4,v1.3.0,381.9296,
neidL2_20240408T171558.fits,2024-04-08 17:15:58,55.000095,hr,Eng,2024A-2002,Mahadevan,50.8035,0.0,2460409.214771,-0.7118,3.0E-4,v1.3.0,383.5996,
neidL2_20240408T171436.fits,2024-04-08 17:14:36,55.000089,hr,Eng,2024A-2002,Mahadevan,50.5529,0.0,2460409.21381594,-0.7015,3.0E-4,v1.3.0,376.7157,
neidL2_20240408T171313.fits,2024-04-08 17:13:13,54.999609,hr,Eng,2024A-2002,Mahadevan,50.3013,0.0,2460409.21285466,-0.6921,3.0E-4,v1.3.0,350.0309,
neidL2_20240408T171150.fits,2024-04-08 17:11:50,54.999864,hr,Eng,2024A-2002,Mahadevan,50.0488,0.0,2460409.21189588,-0.6789,3.0E-4,v1.3.0,361.4613,
neidL2_20240408T171028.fits,2024-04-08 17:10:28,54.999984,hr,Eng,2024A-2002,Mahadevan,49.7954,0.0,2460409.21095267,-0.6666,3.0E-4,v1.3.0,350.7731,
neidL2_20240408T170905.fits,2024-04-08 17:09:05,55.000191,hr,Eng,2024A-2002,Mahadevan,49.5411,0.0,2460409.20996572,-0.6664,3.0E-4,v1.3.0,338.8644,
neidL2_20240408T170742.fits,2024-04-08 17:07:42,55.000408,hr,Eng,2024A-2002,Mahadevan,49.286,0.0,2460409.20903822,-0.6548,3.0E-4,v1.3.0,331.6161,
neidL2_20240408T170620.fits,2024-04-08 17:06:20,55.000187,hr,Eng,2024A-2002,Mahadevan,49.0299,0.0,2460409.20808406,-0.6472,3.0E-4,v1.3.0,339.4059,
neidL2_20240408T170457.fits,2024-04-08 17:04:57,55.000492,hr,Eng,2024A-2002,Mahadevan,48.773,0.0,2460409.20712543,-0.6432,3.0E-4,v1.3.0,335.2583,
neidL2_20240408T170334.fits,2024-04-08 17:03:34,55.000388,hr,Eng,2024A-2002,Mahadevan,48.5153,0.0,2460409.20613944,-0.6507,3.0E-4,v1.3.0,353.183,
neidL2_20240408T170212.fits,2024-04-08 17:02:12,55.000054,hr,Eng,2024A-2002,Mahadevan,48.2568,0.0,2460409.20518923,-0.6486,3.0E-4,v1.3.0,367.1303,
neidL2_20240408T170049.fits,2024-04-08 17:00:49,54.999832,hr,Eng,2024A-2002,Mahadevan,47.9975,0.0,2460409.20423916,-0.6455,3.0E-4,v1.3.0,364.6677,
neidL2_20240408T165926.fits,2024-04-08 16:59:26,54.999775,hr,Eng,2024A-2002,Mahadevan,47.7374,0.0,2460409.20328755,-0.6468,3.0E-4,v1.3.0,369.9102,
neidL2_20240408T165804.fits,2024-04-08 16:58:04,55.000347,hr,Eng,2024A-2002,Mahadevan,47.4766,0.0,2460409.20233735,-0.6466,3.0E-4,v1.3.0,346.2808,
neidL2_20240408T165641.fits,2024-04-08 16:56:41,54.999934,hr,Eng,2024A-2002,Mahadevan,47.215,0.0,2460409.20135691,-0.6471,3.0E-4,v1.3.0,345.757,
neidL2_20240408T165518.fits,2024-04-08 16:55:18,55.000078,hr,Eng,2024A-2002,Mahadevan,46.9526,0.0,2460409.20040863,-0.6477,3.0E-4,v1.3.0,389.6645,
neidL2_20240408T165356.fits,2024-04-08 16:53:56,54.999542,hr,Eng,2024A-2002,Mahadevan,46.6896,0.0,2460409.19946223,-0.6474,3.0E-4,v1.3.0,391.1172,
neidL2_20240408T165233.fits,2024-04-08 16:52:33,55.000055,hr,Eng,2024A-2002,Mahadevan,46.4258,0.0,2460409.19850004,-0.6477,3.0E-4,v1.3.0,395.9122,
neidL2_20240408T165110.fits,2024-04-08 16:51:10,55.001698,hr,Eng,2024A-2002,Mahadevan,46.1614,0.0,2460409.19754438,-0.6477,3.0E-4,v1.3.0,396.0865,
neidL2_20240408T164947.fits,2024-04-08 16:49:47,55.000039,hr,Eng,2024A-2002,Mahadevan,45.8962,0.0,2460409.19658648,-0.6468,3.0E-4,v1.3.0,397.5469,
neidL2_20240408T164825.fits,2024-04-08 16:48:25,55.000106,hr,Eng,2024A-2002,Mahadevan,45.6305,0.0,2460409.1956301,-0.6467,3.0E-4,v1.3.0,397.0411,
neidL2_20240408T164702.fits,2024-04-08 16:47:02,54.999913,hr,Eng,2024A-2002,Mahadevan,45.364,0.0,2460409.19467221,-0.6487,3.0E-4,v1.3.0,395.9388,
neidL2_20240408T164539.fits,2024-04-08 16:45:39,55.000204,hr,Eng,2024A-2002,Mahadevan,45.097,0.0,2460409.19371584,-0.6465,3.0E-4,v1.3.0,396.3869,
neidL2_20240408T164417.fits,2024-04-08 16:44:17,55.000196,hr,Eng,2024A-2002,Mahadevan,44.8293,0.0,2460409.19275905,-0.6465,3.0E-4,v1.3.0,395.5048,
neidL2_20240408T164254.fits,2024-04-08 16:42:54,54.999885,hr,Eng,2024A-2002,Mahadevan,44.561,0.0,2460409.19180156,-0.6467,3.0E-4,v1.3.0,396.3103,
neidL2_20240408T164131.fits,2024-04-08 16:41:31,55.000048,hr,Eng,2024A-2002,Mahadevan,44.2921,0.0,2460409.19084579,-0.6475,3.0E-4,v1.3.0,395.0427,
neidL2_20240408T164009.fits,2024-04-08 16:40:09,54.99969,hr,Eng,2024A-2002,Mahadevan,44.0226,0.0,2460409.18988785,-0.6477,3.0E-4,v1.3.0,394.4391,
neidL2_20240408T163846.fits,2024-04-08 16:38:46,55.000001,hr,Eng,2024A-2002,Mahadevan,43.7525,0.0,2460409.18893231,-0.6465,3.0E-4,v1.3.0,395.6024,
neidL2_20240408T163723.fits,2024-04-08 16:37:23,55.000005,hr,Eng,2024A-2002,Mahadevan,43.4819,0.0,2460409.1879741,-0.6465,3.0E-4,v1.3.0,394.6854,
neidL2_20240408T163601.fits,2024-04-08 16:36:01,54.999839,hr,Eng,2024A-2002,Mahadevan,43.2107,0.0,2460409.18701723,-0.6476,3.0E-4,v1.3.0,394.0828,
neidL2_20240408T163316.fits,2024-04-08 16:33:16,54.776193,hr,Eng,2024A-2002,Mahadevan,42.6675,0.0,2460409.18510728,-0.6468,3.0E-4,v1.3.0,391.8754,
