2.004453049203818182e+03 7.617646103293879145e-01 8.254056456953464682e-01 8.648479941388879100e-01 8.945086765284827601e-01 9.186341343561588157e-01 9.397701650836328691e-01 9.581727551119957331e-01 9.742597972223073777e-01 9.893072195576387839e-01 1.000000000000000000e+00
2.014450327493520263e+03 7.622093097319714294e-01 8.259187780236647569e-01 8.653474860353457254e-01 8.949550689474687903e-01 9.190115430447901579e-01 9.400740174998110099e-01 9.584003408288753745e-01 9.744121144345571084e-01 9.893841100852520665e-01 1.000000000000000000e+00
2.024447605745356213e+03 7.629652415806161825e-01 8.259274545426802394e-01 8.650729698413045510e-01 8.945821420650872380e-01 9.186236868960176993e-01 9.396913421711350356e-01 9.580592882949078293e-01 9.741356808773213860e-01 9.891949375678930068e-01 1.000000000000000000e+00
2.034444893957165959e+03 7.651537233798256787e-01 8.272570546934241431e-01 8.659317921016472797e-01 8.951463272145772088e-01 9.189878764573407022e-01 9.398956927810179218e-01 9.581497771793572316e-01 9.741462639913189836e-01 9.891514553976383795e-01 1.000000000000000000e+00
2.044442172134946304e+03 7.641086929065252775e-01 8.270497425312213213e-01 8.660967290902095161e-01 8.954684146847184945e-01 9.193604014279876946e-01 9.402789144152235989e-01 9.584980011275311407e-01 9.744305068455301200e-01 9.893459495890056798e-01 1.000000000000000000e+00
2.054439450276515799e+03 7.642372501711689470e-01 8.267945915460981343e-01 8.657421700524566832e-01 8.951106567472898456e-01 9.190365822767231352e-01 9.399899198999039918e-01 9.582585527959133209e-01 9.742474227120987429e-01 9.892283575183925537e-01 1.000000000000000000e+00
2.064436728382404908e+03 7.669887871424596604e-01 8.287410494913695080e-01 8.671682025246821857e-01 8.961666590146936118e-01 9.198078376310407922e-01 9.405192373263064898e-01 9.585912911485122700e-01 9.744214666356805221e-01 9.892697440088805694e-01 1.000000000000000000e+00
2.074434006453134316e+03 7.665459712704739692e-01 8.284958222602624156e-01 8.670331888090355710e-01 8.960923232440611841e-01 9.197698585611933098e-01 9.405066277427369670e-01 9.585940814227420503e-01 9.744331997050427185e-01 9.892844659193151813e-01 1.000000000000000000e+00
2.084431284489213340e+03 7.664657412848392415e-01 8.281500186336964164e-01 8.666530456972276752e-01 8.957441727955254285e-01 9.194757018712264030e-01 9.402617508305647354e-01 9.584032869911600638e-01 9.742960213974602990e-01 9.892039595083413905e-01 1.000000000000000000e+00
2.094428562491143111e+03 7.685752036449225999e-01 8.295477255891636759e-01 8.676249191102568536e-01 8.964338963894213919e-01 9.199605520931314340e-01 9.405775626466492678e-01 9.585886247820082362e-01 9.743807831783216633e-01 9.892090306625707097e-01 1.000000000000000000e+00
