2.004453049203818182e+03 7.310380503908014971e-01 7.961681831082467742e-01 8.408348372200040721e-01 8.754837351609497942e-01 9.039453521156631810e-01 9.287074799862347074e-01 9.502718287944778019e-01 9.693520059921917342e-01 9.865567254360083638e-01 1.000000000000000000e+00
2.014450327493520263e+03 7.314349404004187871e-01 7.966967285389892073e-01 8.413717654613774855e-01 8.759758965974880907e-01 9.043676383054292112e-01 9.290498557798396728e-01 9.505289894452515487e-01 9.695226433619247297e-01 9.866421529981258542e-01 1.000000000000000000e+00
2.024447605745356213e+03 7.326897154028910730e-01 7.970184496910263094e-01 8.413053435503046185e-01 8.757343443846723474e-01 9.040607866615660848e-01 9.287198833386312025e-01 9.502230186257385469e-01 9.692740109581083896e-01 9.864736685524988502e-01 1.000000000000000000e+00
2.034444893957165959e+03 7.353842666243315396e-01 7.987765216523958767e-01 8.425115701611467500e-01 8.765701790615200162e-01 9.046329213734787267e-01 9.290830219901367037e-01 9.504297090774921353e-01 9.693646612682247365e-01 9.864784571094633581e-01 1.000000000000000000e+00
2.044442172134946304e+03 7.337910436141805715e-01 7.982078931306263447e-01 8.424253492913338359e-01 8.767246341971560719e-01 9.048947869744468075e-01 9.293894310186588958e-01 9.507242104373452296e-01 9.696071080123249697e-01 9.866424461433063176e-01 1.000000000000000000e+00
2.054439450276515799e+03 7.342054349721682804e-01 7.981019111065259519e-01 8.421562932723412054e-01 8.764123715751974686e-01 9.045935749487596933e-01 9.291126292253912844e-01 9.504917886904999946e-01 9.694319036797690581e-01 9.865322015824250501e-01 1.000000000000000000e+00
2.064436728382404908e+03 7.373875392561326514e-01 8.005088375226737663e-01 8.440013600237061819e-01 8.778204156226440125e-01 9.056492370119383351e-01 9.298648283333301734e-01 9.509903128746451939e-01 9.697171659132607369e-01 9.866365187290568883e-01 1.000000000000000000e+00
2.074434006453134316e+03 7.368456144137955910e-01 8.001659063455935916e-01 8.437730013246435012e-01 8.776650243362248416e-01 9.055435936849465239e-01 9.297965782501403931e-01 9.509498398541702535e-01 9.696974631589921900e-01 9.866328182154642246e-01 1.000000000000000000e+00
2.084431284489213340e+03 7.369392045147848957e-01 7.998857059348482013e-01 8.434138441511447315e-01 8.773167769015551842e-01 9.052402583837606542e-01 9.295415518120850873e-01 9.507505803540400313e-01 9.695570165089505421e-01 9.865516698327909673e-01 1.000000000000000000e+00
2.094428562491143111e+03 7.394447594469798490e-01 8.016656100903748472e-01 8.447190620550411033e-01 8.782778008834053463e-01 9.059393314082883064e-01 9.300230227303173391e-01 9.510580958722345546e-01 9.697241792258173287e-01 9.866041407067953628e-01 1.000000000000000000e+00
2.104425840459413394e+03 7.392902638482070632e-01 8.019808601738527276e-01 8.451941908482846211e-01 8.787874564149832368e-01 9.064197908617456223e-01 9.304469723045545315e-01 9.514016047580576840e-01 9.699716678391536728e-01 9.867463381931868005e-01 1.000000000000000000e+00
2.114423128391784303e+03 7.406659142822414887e-01 8.028884718792577146e-01 8.458521179650987376e-01 8.792787200079448251e-01 9.067873708993018367e-01 9.307051363501609442e-01 9.515699655024676407e-01 9.700642892181741139e-01 9.867736329523050243e-01 1.000000000000000000e+00
2.124420406294172153e+03 7.414555728021166026e-01 8.033700218467609844e-01 8.461955867735524439e-01 8.795411547405208585e-01 9.069940816721049348e-01 9.308600219768515815e-01 9.516806372736429376e-01 9.701342256043813395e-01 9.868042932824522273e-01 1.000000000000000000e+00
2.134417684164317052e+03 7.428565133236967322e-01 8.047015322606084764e-01 8.473704956088385920e-01 8.805473820996820855e-01 9.078331030199513485e-01 9.315390837881103447e-01 9.522013771240369628e-01 9.704954200616645599e-01 9.870061868657260540e-01 1.000000000000000000e+00
2.144414962002673747e+03 7.431620933654319305e-01 8.050844346109991001e-01 8.478364456618510125e-01 8.810643024311529681e-01 9.083637867730216531e-01 9.320479779609422977e-01 9.526525149195523845e-01 9.708510846224844837e-01 9.872381490637320844e-01 1.000000000000000000e+00
2.154412239809688344e+03 7.474597512330615201e-01 8.092319688459866933e-01 8.517170861327536535e-01 8.845850617596195953e-01 9.114438600619543251e-01 9.346096030286188405e-01 9.546337025264203247e-01 9.721938857084984065e-01 9.879084796306539795e-01 1.000000000000000000e+00
2.164409517585798767e+03 7.825845622250888756e-01 8.396858193015276361e-01 8.773825271083557364e-01 9.056745346375139061e-01 9.282671732171861034e-01 9.472389699729902857e-01 9.633852803439051371e-01 9.773815781321248952e-01 9.897436835455057924e-01 1.000000000000000000e+00
2.174406795331434751e+03 7.522324202163265250e-01 8.127228213753749930e-01 8.544180507596447205e-01 8.866942589189226176e-01 9.130705817495906595e-01 9.357769553195613987e-01 9.553958483588862460e-01 9.725952862461476611e-01 9.879762492921185801e-01 1.000000000000000000e+00
2.184404083044294566e+03 7.485096850196358842e-01 8.087755492353179143e-01 8.505402807445691105e-01 8.830762302611762093e-01 9.098524922171464802e-01 9.330898471619721857e-01 9.533287434441465313e-01 9.712228244354335072e-01 9.873508885763230269e-01 1.000000000000000000e+00
